Filename,Social_Caption,Author,Text,Theme,Quote_ID
endure_dark_green_quote20.png,"""Every adversity, every failure, every heartache carries with it the seed of an equal or greater benefit."" — Napoleon Hill #Endure #Resilience #Stoicism","Napoleon Hill","Every adversity, every failure, every heartache carries with it the seed of an equal or greater benefit.",dark_green,20
endure_dark_green_quote11.png,"""Regret is the past crippling you in the present."" — Anonymous #Endure #Resilience #Stoicism","Anonymous","Regret is the past crippling you in the present.",dark_green,11
endure_dark_green_quote8.png,"""Ever tried. Ever failed. No matter. Try Again. Fail again. Fail better."" — Samuel Beckett #Endure #Resilience #Stoicism","Samuel Beckett","Ever tried. Ever failed. No matter. Try Again. Fail again. Fail better.",dark_green,8
endure_dark_green_quote16.png,"""Success is stumbling from failure to failure with no loss of enthusiasm."" — Winston Churchill #Endure #Resilience #Stoicism","Winston Churchill","Success is stumbling from failure to failure with no loss of enthusiasm.",dark_green,16
endure_dark_green_quote26.png,"""Suffering is the positive element in this world, indeed it is the only link between this world and the positive."" — Franz Kafka #Endure #Resilience #Stoicism","Franz Kafka","Suffering is the positive element in this world, indeed it is the only link between this world and the positive.",dark_green,26
endure_dark_green_quote37.png,"""The soul would have no rainbow had the eyes no tears."" — John Vance Cheney #Endure #Resilience #Stoicism","John Vance Cheney","The soul would have no rainbow had the eyes no tears.",dark_green,37
endure_dark_green_quote19.png,"""Rock bottom became the solid foundation on which I rebuilt my life."" — J.K. Rowling #Endure #Resilience #Stoicism","J.K. Rowling","Rock bottom became the solid foundation on which I rebuilt my life.",dark_green,19
endure_dark_green_quote15.png,"""Letting go means to come to the realization that some people are a part of your history, but not a part of your destiny."" — Steve Maraboli #Endure #Resilience #Stoicism","Steve Maraboli","Letting go means to come to the realization that some people are a part of your history, but not a part of your destiny.",dark_green,15
endure_dark_green_quote6.png,"""Mistakes are the portals of discovery."" — James Joyce #Endure #Resilience #Stoicism","James Joyce","Mistakes are the portals of discovery.",dark_green,6
endure_dark_green_quote31.png,"""Turn your wounds into wisdom."" — Oprah Winfrey #Endure #Resilience #Stoicism","Oprah Winfrey","Turn your wounds into wisdom.",dark_green,31
endure_dark_green_quote39.png,"""Failure is the condiment that gives success its flavor."" — Truman Capote #Endure #Resilience #Stoicism","Truman Capote","Failure is the condiment that gives success its flavor.",dark_green,39
endure_dark_green_quote42.png,"""A man is not old until regrets take the place of dreams."" — John Barrymore #Endure #Resilience #Stoicism","John Barrymore","A man is not old until regrets take the place of dreams.",dark_green,42
endure_dark_green_quote50.png,"""Never regret. If it's good, it's wonderful. If it's bad, it's experience."" — Victoria Holt #Endure #Resilience #Stoicism","Victoria Holt","Never regret. If it's good, it's wonderful. If it's bad, it's experience.",dark_green,50
endure_dark_green_quote46.png,"""I did then what I knew how to do. Now that I know better, I do better."" — Maya Angelou #Endure #Resilience #Stoicism","Maya Angelou","I did then what I knew how to do. Now that I know better, I do better.",dark_green,46
endure_dark_green_quote14.png,"""The only way to get rid of a temptation is to yield to it."" — Oscar Wilde #Endure #Resilience #Stoicism","Oscar Wilde","The only way to get rid of a temptation is to yield to it.",dark_green,14
endure_dark_green_quote33.png,"""The only man who never makes a mistake is the man who never does anything."" — Theodore Roosevelt #Endure #Resilience #Stoicism","Theodore Roosevelt","The only man who never makes a mistake is the man who never does anything.",dark_green,33
endure_dark_green_quote45.png,"""Heartbreak is life educating us."" — George Bernard Shaw #Endure #Resilience #Stoicism","George Bernard Shaw","Heartbreak is life educating us.",dark_green,45
endure_dark_green_quote12.png,"""It's not what happens to you, but how you react to it that matters."" — Epictetus #Endure #Resilience #Stoicism","Epictetus","It's not what happens to you, but how you react to it that matters.",dark_green,12
endure_dark_green_quote49.png,"""The pain of yesterday is the strength of today."" — Paulo Coelho #Endure #Resilience #Stoicism","Paulo Coelho","The pain of yesterday is the strength of today.",dark_green,49
endure_dark_green_quote30.png,"""I am not what happened to me, I am what I choose to become."" — Carl Jung #Endure #Resilience #Stoicism","Carl Jung","I am not what happened to me, I am what I choose to become.",dark_green,30
endure_dark_green_quote28.png,"""Regret is an appalling waste of energy; you can't build on it; it's only good for wallowing in."" — Katherine Mansfield #Endure #Resilience #Stoicism","Katherine Mansfield","Regret is an appalling waste of energy; you can't build on it; it's only good for wallowing in.",dark_green,28
endure_dark_green_quote27.png,"""You may encounter many defeats, but you must not be defeated."" — Maya Angelou #Endure #Resilience #Stoicism","Maya Angelou","You may encounter many defeats, but you must not be defeated.",dark_green,27
endure_dark_green_quote47.png,"""Regret is mostly caused by not having done anything."" — Charles Bukowski #Endure #Resilience #Stoicism","Charles Bukowski","Regret is mostly caused by not having done anything.",dark_green,47
endure_dark_green_quote40.png,"""We all make mistakes, have struggles, and even regret things in our past. But you are not your mistakes, you are not your struggles, and you are here NOW with the power to shape your day and your future."" — Steve Maraboli #Endure #Resilience #Stoicism","Steve Maraboli","We all make mistakes, have struggles, and even regret things in our past. But you are not your mistakes, you are not your struggles, and you are here NOW with the power to shape your day and your future.",dark_green,40
endure_dark_green_quote17.png,"""The wound is the place where the Light enters you."" — Rumi #Endure #Resilience #Stoicism","Rumi","The wound is the place where the Light enters you.",dark_green,17
endure_dark_green_quote2.png,"""Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable."" — Sydney J. Harris #Endure #Resilience #Stoicism","Sydney J. Harris","Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable.",dark_green,2
endure_dark_green_quote43.png,"""The bitterest tears shed over graves are for words left unsaid and deeds left undone."" — Harriet Beecher Stowe #Endure #Resilience #Stoicism","Harriet Beecher Stowe","The bitterest tears shed over graves are for words left unsaid and deeds left undone.",dark_green,43
endure_dark_green_quote38.png,"""It's better to have loved and lost than never to have loved at all."" — Alfred Lord Tennyson #Endure #Resilience #Stoicism","Alfred Lord Tennyson","It's better to have loved and lost than never to have loved at all.",dark_green,38
endure_dark_green_quote21.png,"""To err is human; to forgive, divine."" — Alexander Pope #Endure #Resilience #Stoicism","Alexander Pope","To err is human; to forgive, divine.",dark_green,21
endure_dark_green_quote5.png,"""The heart was made to be broken."" — Oscar Wilde #Endure #Resilience #Stoicism","Oscar Wilde","The heart was made to be broken.",dark_green,5
endure_dark_green_quote29.png,"""The past is a place of reference, not a place of residence."" — Willie Jolley #Endure #Resilience #Stoicism","Willie Jolley","The past is a place of reference, not a place of residence.",dark_green,29
endure_dark_green_quote10.png,"""Pain is inevitable. Suffering is optional."" — Haruki Murakami #Endure #Resilience #Stoicism","Haruki Murakami","Pain is inevitable. Suffering is optional.",dark_green,10
endure_dark_green_quote23.png,"""Heartbreak could be lived with if it weren't accompanied by regret."" — Laura Kasischke #Endure #Resilience #Stoicism","Laura Kasischke","Heartbreak could be lived with if it weren't accompanied by regret.",dark_green,23
endure_dark_green_quote9.png,"""The greatest glory in living lies not in never falling, but in rising every time we fall."" — Nelson Mandela #Endure #Resilience #Stoicism","Nelson Mandela","The greatest glory in living lies not in never falling, but in rising every time we fall.",dark_green,9
endure_dark_green_quote25.png,"""What we regret most are lost opportunities."" — Anonymous #Endure #Resilience #Stoicism","Anonymous","What we regret most are lost opportunities.",dark_green,25
endure_dark_green_quote7.png,"""What is done cannot be undone, but one can prevent it happening again."" — Anne Frank #Endure #Resilience #Stoicism","Anne Frank","What is done cannot be undone, but one can prevent it happening again.",dark_green,7
endure_dark_green_quote3.png,"""Out of suffering have emerged the strongest souls; the most massive characters are seared with scars."" — Khalil Gibran #Endure #Resilience #Stoicism","Khalil Gibran","Out of suffering have emerged the strongest souls; the most massive characters are seared with scars.",dark_green,3
endure_dark_green_quote44.png,"""Out of difficulties grow miracles."" — Jean de La Bruyère #Endure #Resilience #Stoicism","Jean de La Bruyère","Out of difficulties grow miracles.",dark_green,44
endure_dark_green_quote4.png,"""I have learned that success is to be measured not so much by the position that one has reached in life as by the obstacles which he has overcome while trying to succeed."" — Booker T. Washington #Endure #Resilience #Stoicism","Booker T. Washington","I have learned that success is to be measured not so much by the position that one has reached in life as by the obstacles which he has overcome while trying to succeed.",dark_green,4
endure_dark_green_quote35.png,"""Regrets are the tears of choices not made and of good deeds left undone."" — Jonathan Lockwood Huie #Endure #Resilience #Stoicism","Jonathan Lockwood Huie","Regrets are the tears of choices not made and of good deeds left undone.",dark_green,35
endure_dark_green_quote22.png,"""The best way to predict the future is to create it."" — Peter Drucker #Endure #Resilience #Stoicism","Peter Drucker","The best way to predict the future is to create it.",dark_green,22
endure_dark_green_quote36.png,"""Fall seven times, stand up eight."" — Japanese Proverb #Endure #Resilience #Stoicism","Japanese Proverb","Fall seven times, stand up eight.",dark_green,36
endure_dark_green_quote1.png,"""The only real mistake is the one from which we learn nothing."" — Henry Ford #Endure #Resilience #Stoicism","Henry Ford","The only real mistake is the one from which we learn nothing.",dark_green,1
endure_dark_green_quote34.png,"""Broken hearts hurt but they will make you strong."" — Anonymous #Endure #Resilience #Stoicism","Anonymous","Broken hearts hurt but they will make you strong.",dark_green,34
endure_dark_green_quote18.png,"""We must accept finite disappointment, but never lose infinite hope."" — Martin Luther King Jr. #Endure #Resilience #Stoicism","Martin Luther King Jr.","We must accept finite disappointment, but never lose infinite hope.",dark_green,18
endure_dark_green_quote48.png,"""Success consists of going from failure to failure without loss of enthusiasm."" — Winston Churchill #Endure #Resilience #Stoicism","Winston Churchill","Success consists of going from failure to failure without loss of enthusiasm.",dark_green,48
endure_dark_green_quote41.png,"""Regret doesn't remind us that we did badly. It reminds us that we know we can do better."" — Kathryn Schulz #Endure #Resilience #Stoicism","Kathryn Schulz","Regret doesn't remind us that we did badly. It reminds us that we know we can do better.",dark_green,41
